equihash_params,miners,sol_per_sec,target_spacing,propagation_delay,pow_profile,seed,mean,p10,p50,p90,p99,orphans,orphan_rate,efficiency,convergence_height
common,20,2.992480350,75,5.000000,mainnet,89,137.152665,14.371991,93.929107,322.662807,661.537949,343,0.034300000,0.966837475,340
common,20,2.992480350,75,5.000000,mainnet,90,137.651190,14.682478,95.885014,319.425271,626.518182,346,0.034600000,0.966557124,53
common,20,2.992480350,75,5.000000,mainnet,91,136.628767,14.155953,93.934611,318.145292,646.179050,358,0.035800000,0.965437343,17
common,20,2.992480350,75,5.000000,mainnet,92,135.484829,14.011880,92.626647,313.335465,632.602761,328,0.032800000,0.968241673,17
common,20,2.992480350,75,5.000000,mainnet,93,132.986575,14.206100,90.885431,306.222616,617.794714,349,0.034900000,0.966276935,45
common,20,2.992480350,75,5.000000,mainnet,94,138.804866,14.829120,97.105555,317.582908,631.318177,351,0.035100000,0.966090233,160
common,20,2.992480350,75,5.000000,mainnet,95,136.245004,14.844124,95.361684,314.152910,613.220857,358,0.035800000,0.965437343,160
common,20,2.992480350,75,5.000000,mainnet,96,136.775145,13.182924,93.438168,316.024685,626.459521,359,0.035900000,0.965344145,473
common,20,2.992480350,75,5.000000,mainnet,97,137.667411,14.306979,97.349340,319.775434,609.680561,320,0.032000000,0.968992248,101
common,20,2.992480350,75,5.000000,mainnet,98,137.092470,14.334732,93.906813,316.440393,629.021635,339,0.033900000,0.967211529,289
common,20,2.992480350,75,5.000000,mainnet,99,138.162073,14.769751,94.680117,320.163412,638.194643,351,0.035100000,0.966090233,207
common,20,2.992480350,75,5.000000,mainnet,100,135.686821,14.705690,94.812787,309.824218,635.026884,352,0.035200000,0.965996909,238
common,20,2.992480350,75,10.000000,mainnet,1,137.771277,14.959205,95.626699,314.062541,618.617369,716,0.071600000,0.933184024,99
common,20,2.992480350,75,10.000000,mainnet,2,137.980195,14.097517,94.184856,321.109372,636.539739,660,0.066000000,0.938086304,103
common,20,2.992480350,75,10.000000,mainnet,3,134.501614,14.438905,94.238086,307.991496,593.996142,688,0.068800000,0.935628743,55
common,20,2.992480350,75,10.000000,mainnet,4,137.463549,14.932558,97.164828,310.387204,614.502093,690,0.069000000,0.935453695,52
common,20,2.992480350,75,10.000000,mainnet,5,137.545297,13.759235,95.609877,317.626417,634.421894,755,0.075500000,0.929800093,101
common,20,2.992480350,75,10.000000,mainnet,6,135.934525,14.039591,94.307266,314.482213,615.333508,679,0.067900000,0.936417268,532
common,20,2.992480350,75,10.000000,mainnet,7,137.819434,15.372107,96.497148,316.793880,616.879488,713,0.071300000,0.933445347,45
common,20,2.992480350,75,10.000000,mainnet,8,137.632462,13.946643,96.582042,315.445618,649.054071,696,0.069600000,0.934928945,69
common,20,2.992480350,75,10.000000,mainnet,9,135.902575,14.113384,92.187996,315.205623,616.332545,717,0.071700000,0.933096949,169
common,20,2.992480350,75,10.000000,mainnet,10,136.704290,13.733013,95.711290,315.091949,623.044959,704,0.070400000,0.934230194,252
common,20,2.992480350,75,10.000000,mainnet,11,134.303454,14.276888,92.545331,307.334014,617.103289,724,0.072400000,0.932487878,102
common,20,2.992480350,75,10.000000,mainnet,12,138.151313,13.504563,95.210751,323.313945,625.101446,679,0.067900000,0.936417268,123
common,20,2.992480350,75,10.000000,mainnet,13,135.812145,14.729744,95.962543,309.767985,621.780286,721,0.072100000,0.932748811,98
common,20,2.992480350,75,10.000000,mainnet,14,136.922158,15.106073,95.268260,315.435091,626.868934,653,0.065300000,0.938702713,111
common,20,2.992480350,75,10.000000,mainnet,15,136.641516,14.731025,92.695768,317.705611,655.239181,688,0.068800000,0.935628743,31
common,20,2.992480350,75,10.000000,mainnet,16,135.974372,14.124864,93.444364,316.760386,632.555089,732,0.073200000,0.931792769,140
common,20,2.992480350,75,10.000000,mainnet,17,137.866527,14.243761,96.642075,314.278347,632.968795,660,0.066000000,0.938086304,252
common,20,2.992480350,75,10.000000,mainnet,18,140.488086,13.815932,97.297377,324.399844,659.015053,701,0.070100000,0.934492104,289
common,20,2.992480350,75,10.000000,mainnet,19,137.798003,14.297369,97.762746,312.461259,616.625231,709,0.070900000,0.933794005,56
common,20,2.992480350,75,10.000000,mainnet,20,135.876774,15.297232,94.284360,308.255890,625.673976,676,0.067600000,0.936680405,200
common,20,2.992480350,75,10.000000,mainnet,21,135.500666,14.103860,95.896569,311.812464,613.572118,705,0.070500000,0.934142924,456
common,20,2.992480350,75,10.000000,mainnet,22,135.531671,14.517671,93.629080,317.778702,622.323913,738,0.073800000,0.931272118,181
common,20,2.992480350,75,10.000000,mainnet,23,136.935678,14.153768,93.513115,318.898207,652.881536,669,0.066900000,0.937294967,97
common,20,2.992480350,75,10.000000,mainnet,24,136.726871,14.616793,95.722594,314.985662,626.450295,657,0.065700000,0.938350380,137
common,20,2.992480350,75,10.000000,mainnet,25,137.151821,14.251835,95.351077,312.212710,644.793659,648,0.064800000,0.939143501,97
common,20,2.992480350,75,10.000000,mainnet,26,136.275352,14.875429,93.604988,317.363927,619.820191,653,0.065300000,0.938702713,20
common,20,2.992480350,75,10.000000,mainnet,27,137.933242,14.055850,95.142693,320.116528,632.965888,660,0.066000000,0.938086304,20
common,20,2.992480350,75,10.000000,mainnet,28,137.436447,14.498965,95.784991,319.047170,630.146054,672,0.067200000,0.937031484,230
common,20,2.992480350,75,10.000000,mainnet,29,136.305848,14.207061,95.102464,317.909379,626.202658,713,0.071300000,0.933445347,426
common,20,2.992480350,75,10.000000,mainnet,30,139.991724,14.634686,98.027717,319.249029,633.687314,692,0.069200000,0.935278713,220
common,20,2.992480350,75,10.000000,mainnet,31,139.858068,14.841137,96.495210,325.820769,665.613403,662,0.066200000,0.937910336,682
common,20,2.992480350,75,10.000000,mainnet,32,136.164057,13.644146,94.340176,314.288508,608.268272,693,0.069300000,0.935191247,17
common,20,2.992480350,75,10.000000,mainnet,33,137.349556,14.386819,93.970951,316.242505,634.706725,680,0.068000000,0.936329588,17
common,20,2.992480350,75,10.000000,mainnet,34,135.992964,14.458667,94.685998,308.452861,617.389659,673,0.067300000,0.936943690,30
common,20,2.992480350,75,10.000000,mainnet,35,136.068549,14.510823,96.198188,312.830940,632.899227,702,0.070200000,0.934404784,131
common,20,2.992480350,75,10.000000,mainnet,36,135.627950,13.853248,94.099802,310.665719,627.741449,690,0.069000000,0.935453695,219
common,20,2.992480350,75,10.000000,mainnet,37,135.689548,14.871790,92.964439,311.396950,623.869878,730,0.073000000,0.931966449,94
common,20,2.992480350,75,10.000000,mainnet,38,136.537597,14.046464,93.482798,319.825545,635.923744,664,0.066400000,0.937734434,94
common,20,2.992480350,75,10.000000,mainnet,39,136.841405,14.125824,95.037188,315.526193,619.465784,715,0.071500000,0.933271115,211
common,20,2.992480350,75,10.000000,mainnet,40,135.521964,14.969970,95.810455,312.247804,608.905326,741,0.074100000,0.931012010,284
common,20,2.992480350,75,10.000000,mainnet,41,135.834450,14.567573,94.394915,310.919409,633.505819,683,0.068300000,0.936066648,151
common,20,2.992480350,75,10.000000,mainnet,42,138.117667,14.195094,95.662813,319.708224,645.001133,682,0.068200000,0.936154278,17
common,20,2.992480350,75,10.000000,mainnet,43,134.749849,13.625382,92.737892,316.615801,604.569842,661,0.066100000,0.937998312,117
common,20,2.992480350,75,10.000000,mainnet,44,138.128274,15.202420,96.251792,319.576632,626.886529,697,0.069700000,0.934841544,48
common,20,2.992480350,75,10.000000,mainnet,45,136.762601,14.187159,94.387101,318.030759,638.435424,730,0.073000000,0.931966449,27
common,20,2.992480350,75,10.000000,mainnet,46,136.409187,14.342173,95.074289,311.587765,638.384159,707,0.070700000,0.933968432,32
common,20,2.992480350,75,10.000000,mainnet,47,138.396072,14.461352,95.255693,318.218814,636.580122,701,0.070100000,0.934492104,655
common,20,2.992480350,75,10.000000,mainnet,48,137.377697,14.785640,94.868636,313.766252,635.487891,719,0.071900000,0.932922847,46
common,20,2.992480350,75,10.000000,mainnet,49,140.398487,15.070396,97.043698,325.474524,635.688851,681,0.068100000,0.936241925,75
common,20,2.992480350,75,10.000000,mainnet,50,137.232098,13.922487,95.223793,318.248007,643.775117,668,0.066800000,0.937382827,144
common,20,2.992480350,75,10.000000,mainnet,51,139.060733,14.797118,95.473647,317.341896,651.972475,719,0.071900000,0.932922847,39
common,20,2.992480350,75,10.000000,mainnet,52,137.011908,14.377268,95.820213,314.217048,640.354987,649,0.064900000,0.939055310,735
common,20,2.992480350,75,10.000000,mainnet,53,139.035704,14.829707,98.169666,318.557258,631.514876,693,0.069300000,0.935191247,63
common,20,2.992480350,75,10.000000,mainnet,54,138.555391,14.267987,96.168208,320.171820,634.114385,711,0.071100000,0.933619643,182
common,20,2.992480350,75,10.000000,mainnet,55,136.447739,14.422257,95.849224,311.266745,633.758976,721,0.072100000,0.932748811,65
common,20,2.992480350,75,10.000000,mainnet,56,135.183405,14.213090,93.950141,314.855454,594.697478,713,0.071300000,0.933445347,98
common,20,2.992480350,75,10.000000,mainnet,57,136.270836,14.400252,94.404175,316.526891,631.965088,697,0.069700000,0.934841544,108
common,20,2.992480350,75,10.000000,mainnet,58,136.789194,14.321609,94.161785,316.750145,633.109627,684,0.068400000,0.935979034,17
common,20,2.992480350,75,10.000000,mainnet,59,137.323151,14.574312,94.084440,312.864386,649.930061,722,0.072200000,0.932661817,217
common,20,2.992480350,75,10.000000,mainnet,60,138.608734,14.986124,95.196745,321.525749,627.127074,669,0.066900000,0.937294967,189
common,20,2.992480350,75,10.000000,mainnet,61,135.931453,15.042235,94.105846,314.642915,616.957243,721,0.072100000,0.932748811,98
common,20,2.992480350,75,10.000000,mainnet,62,136.612382,14.407012,96.581685,311.119953,625.629774,673,0.067300000,0.936943690,20
common,20,2.992480350,75,10.000000,mainnet,63,137.442734,14.250855,94.005718,315.496329,624.031384,665,0.066500000,0.937646507,48
common,20,2.992480350,75,10.000000,mainnet,64,139.828688,14.671766,97.294511,321.826452,638.877861,725,0.072500000,0.932400932,205
common,20,2.992480350,75,10.000000,mainnet,65,135.529576,13.580049,93.649875,308.529063,647.133582,670,0.067000000,0.937207123,97
common,20,2.992480350,75,10.000000,mainnet,66,137.440848,14.215982,94.375370,320.360681,610.344733,678,0.067800000,0.936504963,195
common,20,2.992480350,75,10.000000,mainnet,67,138.652753,13.754609,95.116675,316.219894,653.174918,644,0.064400000,0.939496430,182
common,20,2.992480350,75,10.000000,mainnet,68,139.249200,14.911835,97.372124,322.218131,629.749708,714,0.071400000,0.933358223,55
common,20,2.992480350,75,10.000000,mainnet,69,139.544792,14.362749,96.498675,321.733177,649.399905,677,0.067700000,0.936592676,805
common,20,2.992480350,75,10.000000,mainnet,70,135.716055,14.515386,92.679368,313.777443,649.491771,715,0.071500000,0.933271115,85
common,20,2.992480350,75,10.000000,mainnet,71,136.904331,13.832411,94.797434,317.650926,630.830517,678,0.067800000,0.936504963,17
common,20,2.992480350,75,10.000000,mainnet,72,138.469404,14.430258,97.279582,320.319658,636.617959,669,0.066900000,0.937294967,342
common,20,2.992480350,75,10.000000,mainnet,73,136.785870,15.252835,94.406198,310.139622,651.088155,705,0.070500000,0.934142924,54
common,20,2.992480350,75,10.000000,mainnet,74,139.337333,14.941016,95.480446,322.974333,642.704343,716,0.071600000,0.933184024,175
common,20,2.992480350,75,10.000000,mainnet,75,137.926508,14.676138,94.699137,313.211142,636.763631,663,0.066300000,0.937822376,54
common,20,2.992480350,75,10.000000,mainnet,76,136.990470,13.775472,95.379385,316.536408,620.111747,682,0.068200000,0.936154278,97
common,20,2.992480350,75,10.000000,mainnet,77,136.483645,14.035611,95.737609,311.572914,623.650361,709,0.070900000,0.933794005,108
common,20,2.992480350,75,10.000000,mainnet,78,136.500587,14.436257,95.608648,312.368641,620.166635,676,0.067600000,0.936680405,147
common,20,2.992480350,75,10.000000,mainnet,79,138.443414,15.066682,96.752200,319.794907,630.678410,706,0.070600000,0.934055670,365
common,20,2.992480350,75,10.000000,mainnet,80,136.221259,13.958522,94.819954,314.226699,638.460888,674,0.067400000,0.936855912,40
common,20,2.992480350,75,10.000000,mainnet,81,135.222860,13.825481,94.260243,310.576072,620.749765,693,0.069300000,0.935191247,25
common,20,2.992480350,75,10.000000,mainnet,82,138.100171,14.652426,94.425731,320.273263,638.613219,677,0.067700000,0.936592676,59
common,20,2.992480350,75,10.000000,mainnet,83,138.021731,15.417333,95.933386,316.749012,614.940796,702,0.070200000,0.934404784,457
common,20,2.992480350,75,10.000000,mainnet,84,138.409661,14.286906,94.530959,315.932068,660.532714,661,0.066100000,0.937998312,123
common,20,2.992480350,75,10.000000,mainnet,85,134.759703,14.207334,92.201629,311.494317,604.933894,722,0.072200000,0.932661817,235
common,20,2.992480350,75,10.000000,mainnet,86,138.051195,14.651124,95.274269,317.538374,628.485654,694,0.069400000,0.935103797,17
common,20,2.992480350,75,10.000000,mainnet,87,137.125463,14.268081,95.426212,315.323166,628.929307,705,0.070500000,0.934142924,278
common,20,2.992480350,75,10.000000,mainnet,88,134.789190,14.629328,94.286676,308.302653,614.533450,673,0.067300000,0.936943690,149
common,20,2.992480350,75,10.000000,mainnet,89,137.497283,14.049748,93.522282,324.487533,664.601660,684,0.068400000,0.935979034,334
common,20,2.992480350,75,10.000000,mainnet,90,138.901618,14.536513,95.762050,322.101485,644.351178,671,0.067100000,0.937119295,129
common,20,2.992480350,75,10.000000,mainnet,91,137.328353,14.315069,94.037134,317.872543,647.905342,671,0.067100000,0.937119295,17
common,20,2.992480350,75,10.000000,mainnet,92,133.727362,14.011880,91.869563,310.165563,627.008970,711,0.071100000,0.933619643,59
common,20,2.992480350,75,10.000000,mainnet,93,134.563311,14.462740,92.656098,312.011077,614.368346,659,0.065900000,0.938174313,73
common,20,2.992480350,75,10.000000,mainnet,94,138.700879,14.651349,96.633248,318.737982,629.691241,708,0.070800000,0.933881210,183
common,20,2.992480350,75,10.000000,mainnet,95,138.223650,14.678933,96.895702,318.007124,629.001317,673,0.067300000,0.936943690,159
common,20,2.992480350,75,10.000000,mainnet,96,138.780373,13.620366,96.106847,317.539594,633.360286,752,0.075200000,0.930059524,344
common,20,2.992480350,75,10.000000,mainnet,97,136.976510,14.253087,95.976656,316.720034,611.894985,705,0.070500000,0.934142924,96
common,20,2.992480350,75,10.000000,mainnet,98,136.737064,14.136427,95.261328,314.597639,615.789664,684,0.068400000,0.935979034,284
common,20,2.992480350,75,10.000000,mainnet,99,135.766437,14.120596,93.791843,314.642059,635.826968,703,0.070300000,0.934317481,265
common,20,2.992480350,75,10.000000,mainnet,100,134.612728,14.532351,93.970606,305.540355,608.273690,702,0.070200000,0.934404784,144
common,40,2.992480350,75,0.500000,mainnet,1,137.430238,14.614835,94.443666,316.944316,623.399883,33,0.003300000,0.996710854,146
common,40,2.992480350,75,0.500000,mainnet,2,136.473069,14.577171,92.975593,316.386385,624.192395,37,0.003700000,0.996313640,102
common,40,2.992480350,75,0.500000,mainnet,3,137.033303,14.391207,96.122687,315.618015,594.068478,31,0.003100000,0.996909580,56
common,40,2.992480350,75,0.500000,mainnet,4,137.182923,14.669588,96.319241,315.977508,612.977443,34,0.003400000,0.996611521,72
common,40,2.992480350,75,0.500000,mainnet,5,138.625295,14.355342,95.786208,315.695989,624.462558,35,0.003500000,0.996512207,157
common,40,2.992480350,75,0.500000,mainnet,6,136.605235,14.292495,94.461387,316.111427,608.394795,34,0.003400000,0.996611521,332
common,40,2.992480350,75,0.500000,mainnet,7,137.932118,14.995091,95.837672,316.772006,632.196197,20,0.002000000,0.998003992,36
common,40,2.992480350,75,0.500000,mainnet,8,136.023450,14.079474,95.322991,310.578931,623.394498,39,0.003900000,0.996115151,221
common,40,2.992480350,75,0.500000,mainnet,9,136.964480,14.820708,91.538976,319.713624,632.605404,33,0.003300000,0.996710854,40
common,40,2.992480350,75,0.500000,mainnet,10,136.905313,13.945385,95.183615,312.913598,628.940667,32,0.003200000,0.996810207,55
common,40,2.992480350,75,0.500000,mainnet,11,135.473950,14.237462,93.226318,311.664942,644.515970,45,0.004500000,0.995520159,104
common,40,2.992480350,75,0.500000,mainnet,12,138.222695,14.192126,95.079340,321.945602,629.940348,36,0.003600000,0.996412914,166
common,40,2.992480350,75,0.500000,mainnet,13,134.887613,13.781474,93.280443,311.175075,621.460266,42,0.004200000,0.995817566,108
common,40,2.992480350,75,0.500000,mainnet,14,136.577453,14.970005,95.686603,314.807621,633.481366,37,0.003700000,0.996313640,112
common,40,2.992480350,75,0.500000,mainnet,15,136.776882,14.908159,93.960578,312.060446,625.969310,52,0.005200000,0.994826900,30
common,40,2.992480350,75,0.500000,mainnet,16,138.686317,14.515608,98.271960,321.365180,628.215041,33,0.003300000,0.996710854,146
common,40,2.992480350,75,0.500000,mainnet,17,135.355103,14.374674,94.601684,310.261147,613.779924,43,0.004300000,0.995718411,254
common,40,2.992480350,75,0.500000,mainnet,18,137.651418,13.886289,95.426295,318.608786,638.861174,25,0.002500000,0.997506234,297
common,40,2.992480350,75,0.500000,mainnet,19,137.293861,14.645480,95.010264,316.490338,633.646489,25,0.002500000,0.997506234,69
common,40,2.992480350,75,0.500000,mainnet,20,137.519985,14.824349,96.663390,310.660954,615.953271,36,0.003600000,0.996412914,163
common,40,2.992480350,75,0.500000,mainnet,21,135.547783,13.744317,94.069573,311.321731,609.848070,37,0.003700000,0.996313640,392
common,40,2.992480350,75,0.500000,mainnet,22,135.922141,14.375944,92.796464,315.813261,628.780041,28,0.002800000,0.997207818,114
common,40,2.992480350,75,0.500000,mainnet,23,137.991208,15.356455,96.414217,316.895416,648.286676,30,0.003000000,0.997008973,83
common,40,2.992480350,75,0.500000,mainnet,24,137.189225,14.379563,94.781101,318.682879,625.945218,44,0.004400000,0.995619275,143
common,40,2.992480350,75,0.500000,mainnet,25,136.094993,14.079904,93.882229,311.846824,607.003293,29,0.002900000,0.997108386,206
common,40,2.992480350,75,0.500000,mainnet,26,137.685811,14.646462,95.249821,317.930606,613.823941,35,0.003500000,0.996512207,490
common,40,2.992480350,75,0.500000,mainnet,27,137.592823,14.165551,95.470661,318.346985,615.108304,36,0.003600000,0.996412914,20
common,40,2.992480350,75,0.500000,mainnet,28,136.546971,14.056384,94.487139,318.504852,617.079527,28,0.002800000,0.997207818,125
common,40,2.992480350,75,0.500000,mainnet,29,136.586219,14.364618,94.856952,317.909379,619.408384,41,0.004100000,0.995916741,134
common,40,2.992480350,75,0.500000,mainnet,30,140.611008,14.529683,97.813818,321.177971,638.457745,37,0.003700000,0.996313640,218
common,40,2.992480350,75,0.500000,mainnet,31,137.295660,14.476724,95.045328,322.420939,641.008858,40,0.004000000,0.996015936,102
common,40,2.992480350,75,0.500000,mainnet,32,134.516398,13.629596,93.745989,311.708521,596.943300,39,0.003900000,0.996115151,208
common,40,2.992480350,75,0.500000,mainnet,33,137.372003,15.116317,93.968377,317.505795,626.088330,35,0.003500000,0.996512207,17
common,40,2.992480350,75,0.500000,mainnet,34,134.462475,14.276279,93.280432,307.156938,623.934470,33,0.003300000,0.996710854,82
common,40,2.992480350,75,0.500000,mainnet,35,138.459886,15.121292,97.337416,317.370819,638.078953,32,0.003200000,0.996810207,24
common,40,2.992480350,75,0.500000,mainnet,36,133.980035,13.870217,93.169373,305.985048,628.986881,41,0.004100000,0.995916741,36
common,40,2.992480350,75,0.500000,mainnet,37,138.325183,14.669631,95.072411,320.339238,638.177855,33,0.003300000,0.996710854,106
common,40,2.992480350,75,0.500000,mainnet,38,137.714430,13.823952,95.182036,320.340788,627.394601,32,0.003200000,0.996810207,140
common,40,2.992480350,75,0.500000,mainnet,39,138.317198,14.984854,96.447521,320.241059,624.479370,29,0.002900000,0.997108386,351
common,40,2.992480350,75,0.500000,mainnet,40,137.909915,14.876244,95.626592,316.381993,634.127678,35,0.003500000,0.996512207,294
common,40,2.992480350,75,0.500000,mainnet,41,135.867236,14.748175,95.219708,309.098130,643.161868,45,0.004500000,0.995520159,43
common,40,2.992480350,75,0.500000,mainnet,42,138.325697,14.721103,95.254861,318.964456,644.560838,38,0.003800000,0.996214385,17
common,40,2.992480350,75,0.500000,mainnet,43,136.090954,14.482413,95.126253,316.819188,606.768115,38,0.003800000,0.996214385,56
common,40,2.992480350,75,0.500000,mainnet,44,137.578424,14.819074,95.855438,314.691331,650.014915,32,0.003200000,0.996810207,63
common,40,2.992480350,75,0.500000,mainnet,45,136.004642,14.163924,94.029077,316.945371,638.669836,38,0.003800000,0.996214385,27
common,40,2.992480350,75,0.500000,mainnet,46,137.572904,13.874212,94.460601,317.222273,648.628358,39,0.003900000,0.996115151,180
common,40,2.992480350,75,0.500000,mainnet,47,136.530596,14.444223,93.270224,318.383285,627.568550,46,0.004600000,0.995421063,374
common,40,2.992480350,75,0.500000,mainnet,48,137.462543,14.347982,95.224497,316.840316,630.501510,46,0.004600000,0.995421063,48
common,40,2.992480350,75,0.500000,mainnet,49,139.614765,15.233822,97.291064,318.631046,639.611221,33,0.003300000,0.996710854,73
common,40,2.992480350,75,0.500000,mainnet,50,136.301415,13.920463,93.944038,315.184785,634.193661,32,0.003200000,0.996810207,145
common,40,2.992480350,75,0.500000,mainnet,51,137.844047,14.827539,93.715449,316.916054,662.412742,40,0.004000000,0.996015936,54
common,40,2.992480350,75,0.500000,mainnet,52,136.048477,14.448216,93.556648,312.417617,636.085050,33,0.003300000,0.996710854,98
common,40,2.992480350,75,0.500000,mainnet,53,137.875990,14.640051,94.555784,318.590459,628.606396,39,0.003900000,0.996115151,91
common,40,2.992480350,75,0.500000,mainnet,54,137.338250,14.255029,96.094604,312.229090,635.318345,42,0.004200000,0.995817566,190
common,40,2.992480350,75,0.500000,mainnet,55,136.115321,14.522341,95.836812,309.384807,640.032139,36,0.003600000,0.996412914,67
common,40,2.992480350,75,0.500000,mainnet,56,137.474255,14.710020,96.057593,317.333125,620.099239,36,0.003600000,0.996412914,134
common,40,2.992480350,75,0.500000,mainnet,57,135.974117,14.857103,94.971131,312.049015,624.693405,36,0.003600000,0.996412914,191
common,40,2.992480350,75,0.500000,mainnet,58,137.414524,14.897405,96.256447,316.908308,630.458081,39,0.003900000,0.996115151,20
common,40,2.992480350,75,0.500000,mainnet,59,135.579532,13.654306,94.360144,309.997043,641.270836,41,0.004100000,0.995916741,406
common,40,2.992480350,75,0.500000,mainnet,60,137.253728,14.958186,95.099998,319.231311,607.244540,33,0.003300000,0.996710854,154
common,40,2.992480350,75,0.500000,mainnet,61,137.879532,15.426749,96.084306,320.992219,617.313562,33,0.003300000,0.996710854,38
common,40,2.992480350,75,0.500000,mainnet,62,136.334079,14.483642,96.580972,310.042440,629.125390,28,0.002800000,0.997207818,236
common,40,2.992480350,75,0.500000,mainnet,63,135.422242,13.830003,93.813016,311.497935,613.326002,37,0.003700000,0.996313640,50
common,40,2.992480350,75,0.500000,mainnet,64,138.686704,14.554114,96.104035,319.185050,643.149321,38,0.003800000,0.996214385,134
common,40,2.992480350,75,0.500000,mainnet,65,134.426485,13.907446,92.797827,308.863002,636.149371,36,0.003600000,0.996412914,92
common,40,2.992480350,75,0.500000,mainnet,66,137.467665,14.578435,95.105407,319.171699,623.416528,42,0.004200000,0.995817566,17
common,40,2.992480350,75,0.500000,mainnet,67,139.332560,14.472257,96.469153,319.085414,635.709137,35,0.003500000,0.996512207,17
common,40,2.992480350,75,0.500000,mainnet,68,138.888002,14.541092,96.743170,323.360590,630.970325,27,0.002700000,0.997307270,179
common,40,2.992480350,75,0.500000,mainnet,69,137.073647,14.415667,95.450063,317.570289,636.299097,40,0.004000000,0.996015936,369
common,40,2.992480350,75,0.500000,mainnet,70,137.852190,14.928045,92.947196,318.221161,655.646072,32,0.003200000,0.996810207,199
common,40,2.992480350,75,0.500000,mainnet,71,136.641916,14.356529,93.073395,317.491054,630.011283,38,0.003800000,0.996214385,18
common,40,2.992480350,75,0.500000,mainnet,72,135.687670,14.149658,94.056228,314.807567,615.409137,41,0.004100000,0.995916741,262
common,40,2.992480350,75,0.500000,mainnet,73,137.726151,14.693682,95.206478,311.716092,640.827126,43,0.004300000,0.995718411,57
common,40,2.992480350,75,0.500000,mainnet,74,139.177140,15.494253,95.361737,326.297640,629.602666,30,0.003000000,0.997008973,66
common,40,2.992480350,75,0.500000,mainnet,75,138.393983,14.206533,95.043858,316.908601,649.856802,31,0.003100000,0.996909580,215
common,40,2.992480350,75,0.500000,mainnet,76,137.545374,14.736353,94.317122,315.565819,622.819569,35,0.003500000,0.996512207,129
common,40,2.992480350,75,0.500000,mainnet,77,137.328792,14.029562,96.021968,317.003778,619.927745,50,0.005000000,0.995024876,80
common,40,2.992480350,75,0.500000,mainnet,78,135.912883,13.704752,94.678882,314.540272,618.618025,32,0.003200000,0.996810207,117
common,40,2.992480350,75,0.500000,mainnet,79,138.840924,15.391916,97.584129,317.262792,638.759564,45,0.004500000,0.995520159,23
common,40,2.992480350,75,0.500000,mainnet,80,135.976406,14.044863,93.423625,316.110441,638.295154,31,0.003100000,0.996909580,41
common,40,2.992480350,75,0.500000,mainnet,81,138.108186,14.485956,97.278654,313.689683,632.604878,42,0.004200000,0.995817566,25
common,40,2.992480350,75,0.500000,mainnet,82,137.132658,14.791879,95.021229,319.147896,630.023813,38,0.003800000,0.996214385,94
common,40,2.992480350,75,0.500000,mainnet,83,138.445900,14.897861,95.997677,319.424951,627.098188,43,0.004300000,0.995718411,1269
common,40,2.992480350,75,0.500000,mainnet,84,138.477308,13.949620,95.861617,319.294931,638.307373,39,0.003900000,0.996115151,40
common,40,2.992480350,75,0.500000,mainnet,85,137.018864,14.551592,93.656423,314.943139,620.788826,35,0.003500000,0.996512207,291
common,40,2.992480350,75,0.500000,mainnet,86,137.928133,14.555802,94.988786,319.938603,631.560663,38,0.003800000,0.996214385,17
common,40,2.992480350,75,0.500000,mainnet,87,136.403228,14.231878,94.962664,310.667368,610.053551,57,0.005700000,0.994332306,349
common,40,2.992480350,75,0.500000,mainnet,88,134.681996,14.950622,96.015160,307.196729,611.485763,32,0.003200000,0.996810207,136
common,40,2.992480350,75,0.500000,mainnet,89,137.318136,14.649316,94.609515,321.092224,637.828288,44,0.004400000,0.995619275,82
common,40,2.992480350,75,0.500000,mainnet,90,138.024291,14.872119,95.341901,322.334796,630.501935,30,0.003000000,0.997008973,20
common,40,2.992480350,75,0.500000,mainnet,91,135.908868,13.917117,93.608153,319.473001,630.074377,29,0.002900000,0.997108386,17
common,40,2.992480350,75,0.500000,mainnet,92,135.591229,14.185824,91.704499,315.927041,632.159723,29,0.002900000,0.997108386,17
common,40,2.992480350,75,0.500000,mainnet,93,133.765504,14.056759,91.598823,306.798583,641.391724,35,0.003500000,0.996512207,45
common,40,2.992480350,75,0.500000,mainnet,94,138.653990,15.086107,95.958845,318.197365,621.455947,40,0.004000000,0.996015936,770
common,40,2.992480350,75,0.500000,mainnet,95,137.293521,14.590648,96.844293,315.440325,629.981531,28,0.002800000,0.997207818,394
common,40,2.992480350,75,0.500000,mainnet,96,137.619930,13.826756,94.137973,318.759160,635.745050,30,0.003000000,0.997008973,52
common,40,2.992480350,75,0.500000,mainnet,97,136.971971,14.061650,97.331565,316.442961,620.496337,37,0.003700000,0.996313640,102
common,40,2.992480350,75,0.500000,mainnet,98,136.656637,14.081854,95.832182,313.466533,613.412629,36,0.003600000,0.996412914,291
common,40,2.992480350,75,0.500000,mainnet,99,137.864143,13.995791,93.519561,324.015226,649.129237,39,0.003900000,0.996115151,342
common,40,2.992480350,75,0.500000,mainnet,100,137.415066,14.769017,94.669508,314.361082,652.588595,25,0.002500000,0.997506234,140
common,40,2.992480350,75,1.000000,mainnet,1,137.313703,14.615432,94.443666,314.445054,628.776877,67,0.006700000,0.993344591,146
common,40,2.992480350,75,1.000000,mainnet,2,135.609234,14.248773,92.719982,314.128258,624.847648,69,0.006900000,0.993147284,102
