equihash_params,miners,sol_per_sec,target_spacing,propagation_delay,pow_profile,seed,mean,p10,p50,p90,p99,orphans,orphan_rate,efficiency,convergence_height
common,80,2.992480350,75,2.000000,mainnet,70,136.994439,15.030958,92.599069,315.262654,664.996413,136,0.013600000,0.986582478,118
common,80,2.992480350,75,2.000000,mainnet,71,137.003278,13.799608,93.460357,318.162832,641.686197,152,0.015200000,0.985027581,18
common,80,2.992480350,75,2.000000,mainnet,72,136.562212,14.236407,94.572566,317.146488,623.169020,142,0.014200000,0.985998817,343
common,80,2.992480350,75,2.000000,mainnet,73,138.342492,14.518069,94.914293,317.288534,649.411168,149,0.014900000,0.985318751,99
common,80,2.992480350,75,2.000000,mainnet,74,139.128844,15.222427,96.119084,322.283037,643.027971,152,0.015200000,0.985027581,66
common,80,2.992480350,75,2.000000,mainnet,75,138.274784,14.361292,95.882971,316.012350,669.577790,132,0.013200000,0.986971970,214
common,80,2.992480350,75,2.000000,mainnet,76,137.140443,14.481981,94.245697,316.319471,638.448455,138,0.013800000,0.986387848,144
common,80,2.992480350,75,2.000000,mainnet,77,137.103257,13.919729,95.417747,315.692593,633.393078,164,0.016400000,0.983864620,80
common,80,2.992480350,75,2.000000,mainnet,78,137.138540,14.746824,95.359388,311.926230,631.557057,151,0.015100000,0.985124618,117
common,80,2.992480350,75,2.000000,mainnet,79,139.351195,15.302794,96.738294,321.906276,634.118974,153,0.015300000,0.984930562,23
common,80,2.992480350,75,2.000000,mainnet,80,137.296642,14.663081,94.430177,317.740324,640.347318,150,0.015000000,0.985221675,41
common,80,2.992480350,75,2.000000,mainnet,81,138.566904,14.348237,97.288567,317.880879,639.768842,147,0.014700000,0.985512959,25
common,80,2.992480350,75,2.000000,mainnet,82,137.142296,14.583574,95.560407,314.972633,634.833084,151,0.015100000,0.985124618,331
common,80,2.992480350,75,2.000000,mainnet,83,139.294847,14.897861,96.538865,320.319674,622.470791,152,0.015200000,0.985027581,874
common,80,2.992480350,75,2.000000,mainnet,84,137.491250,13.868634,95.274754,315.303554,652.901950,127,0.012700000,0.987459267,39
common,80,2.992480350,75,2.000000,mainnet,85,136.507182,14.353075,93.551388,314.044083,602.773819,159,0.015900000,0.984348853,194
common,80,2.992480350,75,2.000000,mainnet,86,137.100980,14.472585,94.474113,318.243415,621.984064,157,0.015700000,0.984542680,17
common,80,2.992480350,75,2.000000,mainnet,87,137.903802,14.396312,95.660763,315.437565,627.260891,180,0.018000000,0.982318271,283
common,80,2.992480350,75,2.000000,mainnet,88,134.990080,14.441523,95.300149,311.026399,609.164836,144,0.014400000,0.985804416,136
common,80,2.992480350,75,2.000000,mainnet,89,137.551369,14.636497,94.380814,322.956101,633.000139,169,0.016900000,0.983380863,342
common,80,2.992480350,75,2.000000,mainnet,90,137.712560,15.056326,95.526334,320.385672,626.598646,152,0.015200000,0.985027581,53
common,80,2.992480350,75,2.000000,mainnet,91,136.287024,14.336668,94.645957,315.494087,627.184218,161,0.016100000,0.984155103,17
common,80,2.992480350,75,2.000000,mainnet,92,137.457458,14.323149,94.239974,319.375079,635.994099,129,0.012900000,0.987264291,17
common,80,2.992480350,75,2.000000,mainnet,93,133.502369,14.577725,91.487987,307.436905,616.305477,128,0.012800000,0.987361769,45
common,80,2.992480350,75,2.000000,mainnet,94,139.694852,15.310196,97.320412,320.266920,636.598644,142,0.014200000,0.985998817,765
common,80,2.992480350,75,2.000000,mainnet,95,136.730230,14.844124,96.182826,312.130995,622.907803,143,0.014300000,0.985901607,354
common,80,2.992480350,75,2.000000,mainnet,96,136.492873,13.572707,94.081328,314.025121,631.175179,140,0.014000000,0.986193294,172
common,80,2.992480350,75,2.000000,mainnet,97,138.267377,14.481733,98.072339,318.799188,630.938146,132,0.013200000,0.986971970,101
common,80,2.992480350,75,2.000000,mainnet,98,136.257606,14.181626,94.391137,314.195897,617.782373,146,0.014600000,0.985610093,291
common,80,2.992480350,75,2.000000,mainnet,99,137.031926,14.360574,93.370789,321.155765,633.087466,172,0.017200000,0.983090838,341
common,80,2.992480350,75,2.000000,mainnet,100,137.598873,14.764204,93.990295,316.832552,650.558736,167,0.016700000,0.983574309,240
common,80,2.992480350,75,5.000000,mainnet,1,138.113174,14.386425,95.109772,315.674015,651.033506,361,0.036100000,0.965157803,100
common,80,2.992480350,75,5.000000,mainnet,2,136.970270,14.292836,94.657573,317.451614,613.752470,336,0.033600000,0.967492260,100
common,80,2.992480350,75,5.000000,mainnet,3,134.795435,14.091539,93.775855,311.599168,593.994078,377,0.037700000,0.963669654,90
common,80,2.992480350,75,5.000000,mainnet,4,139.325930,15.191574,97.198209,317.521081,638.192318,366,0.036600000,0.964692263,106
common,80,2.992480350,75,5.000000,mainnet,5,138.713173,14.237571,96.893067,314.502070,631.415368,387,0.038700000,0.962741889,157
common,80,2.992480350,75,5.000000,mainnet,6,136.430309,14.255752,93.930796,316.662057,620.482774,329,0.032900000,0.968147933,330
common,80,2.992480350,75,5.000000,mainnet,7,137.523275,14.726708,96.311093,315.099415,626.119754,376,0.037600000,0.963762529,46
common,80,2.992480350,75,5.000000,mainnet,8,137.141975,14.389854,95.944253,313.855364,647.040391,391,0.039100000,0.962371283,287
common,80,2.992480350,75,5.000000,mainnet,9,136.980917,14.253093,92.674371,317.682693,622.504740,391,0.039100000,0.962371283,80
common,80,2.992480350,75,5.000000,mainnet,10,135.844840,14.096901,94.939945,311.688033,617.811151,384,0.038400000,0.963020031,54
common,80,2.992480350,75,5.000000,mainnet,11,135.621881,14.473430,93.043588,312.581708,630.363501,351,0.035100000,0.966090233,103
common,80,2.992480350,75,5.000000,mainnet,12,137.616039,13.473268,95.112270,321.832337,619.323950,342,0.034200000,0.966930961,125
common,80,2.992480350,75,5.000000,mainnet,13,135.680561,14.563009,95.138496,308.726452,624.043882,362,0.036200000,0.965064659,108
common,80,2.992480350,75,5.000000,mainnet,14,137.376168,15.143247,96.091467,317.038932,632.284342,331,0.033100000,0.967960507,111
common,80,2.992480350,75,5.000000,mainnet,15,137.143969,14.958501,93.732521,314.693243,653.476809,356,0.035600000,0.965623793,30
common,80,2.992480350,75,5.000000,mainnet,16,136.199609,14.486039,94.953802,315.740051,624.623487,388,0.038800000,0.962649211,143
common,80,2.992480350,75,5.000000,mainnet,17,137.112547,14.392160,95.365205,313.147826,637.115520,348,0.034800000,0.966370313,255
common,80,2.992480350,75,5.000000,mainnet,18,139.852265,13.923258,97.289200,324.414288,652.495156,356,0.035600000,0.965623793,53
common,80,2.992480350,75,5.000000,mainnet,19,138.335388,14.500855,96.938860,316.825260,634.563591,369,0.036900000,0.964413155,69
common,80,2.992480350,75,5.000000,mainnet,20,137.113775,14.850917,95.275521,312.989750,627.137281,357,0.035700000,0.965530559,202
common,80,2.992480350,75,5.000000,mainnet,21,135.623216,13.735284,96.095471,311.242600,605.477332,376,0.037600000,0.963762529,384
common,80,2.992480350,75,5.000000,mainnet,22,137.135030,14.505124,96.198855,318.490330,616.849644,363,0.036300000,0.964971533,112
common,80,2.992480350,75,5.000000,mainnet,23,136.975673,14.918739,93.881253,316.967978,650.482120,331,0.033100000,0.967960507,100
common,80,2.992480350,75,5.000000,mainnet,24,136.736689,14.509740,94.824018,317.105628,625.945218,356,0.035600000,0.965623793,174
common,80,2.992480350,75,5.000000,mainnet,25,137.810532,14.201324,94.801287,315.339942,650.367587,351,0.035100000,0.966090233,202
common,80,2.992480350,75,5.000000,mainnet,26,138.891990,14.768327,96.379502,321.771763,616.918433,319,0.031900000,0.969086152,20
common,80,2.992480350,75,5.000000,mainnet,27,136.307308,14.072245,93.251326,313.854785,631.517461,360,0.036000000,0.965250965,20
common,80,2.992480350,75,5.000000,mainnet,28,138.172050,14.455866,96.366912,317.878468,635.228506,324,0.032400000,0.968616815,231
common,80,2.992480350,75,5.000000,mainnet,29,138.351056,14.581898,96.951523,317.142677,633.719446,372,0.037200000,0.964134207,410
common,80,2.992480350,75,5.000000,mainnet,30,139.035539,14.521772,97.258816,316.633973,625.497653,364,0.036400000,0.964878425,221
common,80,2.992480350,75,5.000000,mainnet,31,137.887139,14.103795,95.602747,320.083928,658.869728,337,0.033700000,0.967398665,871
common,80,2.992480350,75,5.000000,mainnet,32,134.063854,13.370717,92.952857,313.117697,601.113666,372,0.037200000,0.964134207,17
common,80,2.992480350,75,5.000000,mainnet,33,136.843811,14.155392,94.300816,313.842824,627.984677,368,0.036800000,0.964506173,17
common,80,2.992480350,75,5.000000,mainnet,34,136.270388,14.833279,94.502474,309.368798,620.175966,366,0.036600000,0.964692263,30
common,80,2.992480350,75,5.000000,mainnet,35,136.135021,14.578620,95.631451,311.079678,634.407908,386,0.038600000,0.962834585,132
common,80,2.992480350,75,5.000000,mainnet,36,134.982672,13.686152,94.049978,310.063961,627.120566,351,0.035100000,0.966090233,220
common,80,2.992480350,75,5.000000,mainnet,37,136.219203,14.249511,93.015402,316.384066,627.096577,354,0.035400000,0.965810315,105
common,80,2.992480350,75,5.000000,mainnet,38,136.060938,13.872184,93.640342,318.464701,620.922075,356,0.035600000,0.965623793,99
common,80,2.992480350,75,5.000000,mainnet,39,137.194831,14.639908,95.200225,316.220582,631.433182,366,0.036600000,0.964692263,215
common,80,2.992480350,75,5.000000,mainnet,40,138.247531,15.063166,97.252746,317.263979,643.378796,387,0.038700000,0.962741889,288
common,80,2.992480350,75,5.000000,mainnet,41,136.335846,14.565974,95.127751,314.348915,631.712994,349,0.034900000,0.966276935,227
common,80,2.992480350,75,5.000000,mainnet,42,138.670187,14.842648,95.155875,319.646871,646.939988,355,0.035500000,0.965717045,17
common,80,2.992480350,75,5.000000,mainnet,43,135.003154,14.002839,93.924974,314.096881,599.095832,363,0.036300000,0.964971533,117
common,80,2.992480350,75,5.000000,mainnet,44,138.332582,14.886470,95.942163,320.981212,637.345890,357,0.035700000,0.965530559,50
common,80,2.992480350,75,5.000000,mainnet,45,135.217277,14.238797,93.343710,314.707966,631.048156,386,0.038600000,0.962834585,27
common,80,2.992480350,75,5.000000,mainnet,46,136.658076,14.240545,95.561336,314.663387,618.793123,364,0.036400000,0.964878425,270
common,80,2.992480350,75,5.000000,mainnet,47,136.906446,14.137967,93.796657,318.034333,635.010848,353,0.035300000,0.965903603,120
common,80,2.992480350,75,5.000000,mainnet,48,137.372551,14.464268,95.155476,314.902056,639.524092,388,0.038800000,0.962649211,45
common,80,2.992480350,75,5.000000,mainnet,49,140.291231,14.967531,97.013601,326.251613,639.611221,380,0.038000000,0.963391137,72
common,80,2.992480350,75,5.000000,mainnet,50,136.949730,14.123394,93.648443,320.364593,624.098821,384,0.038400000,0.963020031,147
common,80,2.992480350,75,5.000000,mainnet,51,140.469414,15.149198,96.291313,319.129311,660.101195,326,0.032600000,0.968429208,54
common,80,2.992480350,75,5.000000,mainnet,52,135.861795,13.926641,93.599550,314.541597,637.991277,333,0.033300000,0.967773154,51
common,80,2.992480350,75,5.000000,mainnet,53,137.061145,14.518775,95.570980,316.246977,620.124980,374,0.037400000,0.963948332,267
common,80,2.992480350,75,5.000000,mainnet,54,137.840340,14.027162,96.409460,315.656591,642.533778,354,0.035400000,0.965810315,233
common,80,2.992480350,75,5.000000,mainnet,55,136.373675,14.168610,94.673954,312.138383,640.384632,371,0.037100000,0.964227172,212
common,80,2.992480350,75,5.000000,mainnet,56,134.397672,14.397953,93.548566,312.637410,593.982623,366,0.036600000,0.964692263,146
common,80,2.992480350,75,5.000000,mainnet,57,136.205869,14.921289,94.581969,316.206830,628.534140,380,0.038000000,0.963391137,190
common,80,2.992480350,75,5.000000,mainnet,58,135.840687,14.909442,94.041893,313.057010,630.702959,331,0.033100000,0.967960507,17
common,80,2.992480350,75,5.000000,mainnet,59,136.984560,14.671227,95.548160,312.651886,633.561610,370,0.037000000,0.964320154,398
common,80,2.992480350,75,5.000000,mainnet,60,138.037702,15.318815,95.384420,322.489110,614.317311,333,0.033300000,0.967773154,190
common,80,2.992480350,75,5.000000,mainnet,61,135.518831,15.397114,92.995696,315.117636,615.106207,351,0.035100000,0.966090233,38
common,80,2.992480350,75,5.000000,mainnet,62,136.790769,15.300485,97.058468,311.102534,626.664644,348,0.034800000,0.966370313,20
common,80,2.992480350,75,5.000000,mainnet,63,137.540285,14.011183,93.886505,315.111381,634.998692,344,0.034400000,0.966744006,48
common,80,2.992480350,75,5.000000,mainnet,64,138.249789,13.898340,96.681677,317.968567,635.486653,394,0.039400000,0.962093515,17
common,80,2.992480350,75,5.000000,mainnet,65,134.597751,13.465703,92.762798,307.166549,629.155874,370,0.037000000,0.964320154,98
common,80,2.992480350,75,5.000000,mainnet,66,138.506669,14.394162,94.893925,327.026029,612.367564,369,0.036900000,0.964413155,89
common,80,2.992480350,75,5.000000,mainnet,67,137.798742,14.288811,94.763618,315.826310,653.174918,333,0.033300000,0.967773154,252
common,80,2.992480350,75,5.000000,mainnet,68,138.297312,14.813808,96.743170,319.377601,630.023315,367,0.036700000,0.964599209,175
common,80,2.992480350,75,5.000000,mainnet,69,140.505303,14.414551,97.532603,325.926204,659.228974,356,0.035600000,0.965623793,249
common,80,2.992480350,75,5.000000,mainnet,70,136.850691,14.595939,92.485354,313.832304,664.555935,349,0.034900000,0.966276935,87
common,80,2.992480350,75,5.000000,mainnet,71,136.746313,14.308761,93.596010,319.024263,634.209762,358,0.035800000,0.965437343,17
common,80,2.992480350,75,5.000000,mainnet,72,137.954905,14.354299,96.836433,317.846416,630.833335,313,0.031300000,0.969649956,114
common,80,2.992480350,75,5.000000,mainnet,73,138.690113,14.986371,95.646992,316.075252,634.719758,369,0.036900000,0.964413155,57
common,80,2.992480350,75,5.000000,mainnet,74,139.734065,15.101773,96.960511,323.922140,644.090741,400,0.040000000,0.961538462,194
common,80,2.992480350,75,5.000000,mainnet,75,136.359480,14.172474,93.481586,313.165932,619.968208,328,0.032800000,0.968241673,56
common,80,2.992480350,75,5.000000,mainnet,76,136.514919,14.391751,94.974553,315.938414,622.643165,372,0.037200000,0.964134207,98
common,80,2.992480350,75,5.000000,mainnet,77,135.552304,13.887404,94.255961,310.159782,624.783160,384,0.038400000,0.963020031,79
common,80,2.992480350,75,5.000000,mainnet,78,137.207359,14.437942,95.976069,312.480095,624.284178,347,0.034700000,0.966463709,117
common,80,2.992480350,75,5.000000,mainnet,79,138.955588,15.159503,96.618003,320.646297,631.855659,397,0.039700000,0.961815908,350
common,80,2.992480350,75,5.000000,mainnet,80,136.211239,14.632442,94.547295,314.226699,631.218900,372,0.037200000,0.964134207,41
common,80,2.992480350,75,5.000000,mainnet,81,137.161404,14.390211,96.063112,313.479461,620.749765,356,0.035600000,0.965623793,25
common,80,2.992480350,75,5.000000,mainnet,82,137.898480,14.636094,94.461948,320.764017,640.101369,341,0.034100000,0.967024466,57
common,80,2.992480350,75,5.000000,mainnet,83,139.493170,14.935997,96.339660,319.165074,643.340612,372,0.037200000,0.964134207,463
common,80,2.992480350,75,5.000000,mainnet,84,136.842053,13.472190,93.626013,313.209771,665.160818,341,0.034100000,0.967024466,123
common,80,2.992480350,75,5.000000,mainnet,85,134.817890,14.092331,92.754280,310.501995,594.452371,394,0.039400000,0.962093515,192
common,80,2.992480350,75,5.000000,mainnet,86,136.564444,14.009576,93.733966,316.200014,621.714019,367,0.036700000,0.964599209,17
common,80,2.992480350,75,5.000000,mainnet,87,137.542151,13.992825,94.867896,318.371974,630.062332,366,0.036600000,0.964692263,342
common,80,2.992480350,75,5.000000,mainnet,88,135.410623,14.555677,94.587163,312.921337,617.457282,345,0.034500000,0.966650556,133
common,80,2.992480350,75,5.000000,mainnet,89,136.741280,14.273309,93.277810,322.441170,651.438874,363,0.036300000,0.964971533,339
common,80,2.992480350,75,5.000000,mainnet,90,137.540866,14.675553,95.720660,319.390689,631.905904,356,0.035600000,0.965623793,53
common,80,2.992480350,75,5.000000,mainnet,91,136.447885,14.203463,93.832448,317.610067,647.615025,369,0.036900000,0.964413155,17
common,80,2.992480350,75,5.000000,mainnet,92,135.515894,14.003636,92.656160,313.349081,629.002336,353,0.035300000,0.965903603,17
common,80,2.992480350,75,5.000000,mainnet,93,133.152092,14.144731,91.035414,307.436905,614.368346,366,0.036600000,0.964692263,45
common,80,2.992480350,75,5.000000,mainnet,94,138.816304,14.926639,97.354677,317.477411,629.685913,372,0.037200000,0.964134207,160
common,80,2.992480350,75,5.000000,mainnet,95,136.095508,14.909458,95.595752,314.142361,613.139391,370,0.037000000,0.964320154,160
common,80,2.992480350,75,5.000000,mainnet,96,137.087805,13.288064,93.801249,316.466417,631.175179,369,0.036900000,0.964413155,473
common,80,2.992480350,75,5.000000,mainnet,97,137.737042,14.306979,97.349340,320.089559,609.178841,336,0.033600000,0.967492260,101
common,80,2.992480350,75,5.000000,mainnet,98,136.944396,14.319184,93.995501,315.685988,631.383743,357,0.035700000,0.965530559,289
common,80,2.992480350,75,5.000000,mainnet,99,138.194577,14.838999,94.731055,320.163412,637.429221,366,0.036600000,0.964692263,207
common,80,2.992480350,75,5.000000,mainnet,100,135.468638,14.614346,94.728262,309.270902,627.783304,361,0.036100000,0.965157803,238
common,80,2.992480350,75,10.000000,mainnet,1,137.788534,14.904289,95.626699,315.719593,623.806551,746,0.074600000,0.930578820,99
common,80,2.992480350,75,10.000000,mainnet,2,138.021188,14.253069,94.299340,321.381825,633.679724,690,0.069000000,0.935453695,103
common,80,2.992480350,75,10.000000,mainnet,3,134.779451,14.542825,94.478207,308.320680,594.483744,724,0.072400000,0.932487878,55
common,80,2.992480350,75,10.000000,mainnet,4,137.383736,14.856923,97.154629,310.472628,623.550868,706,0.070600000,0.934055670,52
common,80,2.992480350,75,10.000000,mainnet,5,137.510577,13.838758,95.831695,316.948988,630.830346,778,0.077800000,0.927815921,101
common,80,2.992480350,75,10.000000,mainnet,6,136.302545,14.044642,94.385149,315.696834,620.034769,712,0.071200000,0.933532487,529
common,80,2.992480350,75,10.000000,mainnet,7,138.772088,15.418380,97.122311,319.559220,616.879488,733,0.073300000,0.931705954,45
common,80,2.992480350,75,10.000000,mainnet,8,137.747432,14.101648,96.703088,315.450197,643.531300,718,0.071800000,0.933009890,69
common,80,2.992480350,75,10.000000,mainnet,9,135.844832,14.232964,92.258116,315.224818,614.720538,744,0.074400000,0.930752048,168
common,80,2.992480350,75,10.000000,mainnet,10,136.447909,13.839848,95.482941,314.479168,622.114587,731,0.073100000,0.931879601,251
common,80,2.992480350,75,10.000000,mainnet,11,134.002057,14.224895,92.120097,307.225464,617.103289,752,0.075200000,0.930059524,102
common,80,2.992480350,75,10.000000,mainnet,12,138.254345,13.579240,95.214338,323.534243,625.409217,711,0.071100000,0.933619643,163
common,80,2.992480350,75,10.000000,mainnet,13,136.221474,14.709322,95.972236,311.438624,619.926024,757,0.075700000,0.929627219,98
common,80,2.992480350,75,10.000000,mainnet,14,136.101645,14.903112,94.628536,314.671407,624.132834,675,0.067500000,0.936768150,111
common,80,2.992480350,75,10.000000,mainnet,15,136.541272,14.700040,92.687451,317.247668,657.390542,710,0.071000000,0.933706816,31
common,80,2.992480350,75,10.000000,mainnet,16,136.361162,14.155063,93.862142,318.583709,632.555089,758,0.075800000,0.929540807,140
common,80,2.992480350,75,10.000000,mainnet,17,138.033771,14.163424,96.871204,314.339361,636.538038,701,0.070100000,0.934492104,252
common,80,2.992480350,75,10.000000,mainnet,18,140.364325,13.825485,96.936021,324.399844,659.015053,737,0.073700000,0.931358853,148
common,80,2.992480350,75,10.000000,mainnet,19,137.833217,14.313117,97.699072,312.786381,616.598185,718,0.071800000,0.933009890,56
common,80,2.992480350,75,10.000000,mainnet,20,136.014582,15.178711,94.422887,308.848916,624.890935,703,0.070300000,0.934317481,200
common,80,2.992480350,75,10.000000,mainnet,21,135.699416,14.116179,96.035666,312.847099,616.231043,742,0.074200000,0.930925340,455
common,80,2.992480350,75,10.000000,mainnet,22,135.306733,14.480299,93.027731,317.778702,620.689297,759,0.075900000,0.929454410,181
common,80,2.992480350,75,10.000000,mainnet,23,137.073160,14.280400,93.597620,319.222980,653.966051,702,0.070200000,0.934404784,97
common,80,2.992480350,75,10.000000,mainnet,24,136.463772,14.623296,95.741086,313.847791,623.414746,687,0.068700000,0.935716291,137
common,80,2.992480350,75,10.000000,mainnet,25,136.808318,14.143045,94.430160,312.237700,642.412084,680,0.068000000,0.936329588,97
common,80,2.992480350,75,10.000000,mainnet,26,136.007690,14.715699,93.473469,317.074922,618.958002,676,0.067600000,0.936680405,20
common,80,2.992480350,75,10.000000,mainnet,27,137.648038,14.059564,95.150479,319.020273,632.855564,693,0.069300000,0.935191247,20
common,80,2.992480350,75,10.000000,mainnet,28,136.938280,14.488477,95.278775,317.964208,627.480033,697,0.069700000,0.934841544,230
common,80,2.992480350,75,10.000000,mainnet,29,136.513726,14.183273,95.110278,319.187283,624.108023,748,0.074800000,0.930405657,426
common,80,2.992480350,75,10.000000,mainnet,30,139.782046,14.497698,97.294090,319.702424,633.687314,725,0.072500000,0.932400932,219
common,80,2.992480350,75,10.000000,mainnet,31,139.617385,14.769468,96.442306,325.276765,665.207862,688,0.068800000,0.935628743,682
common,80,2.992480350,75,10.000000,mainnet,32,135.979862,13.466407,94.247908,313.820792,608.268272,724,0.072400000,0.932487878,17
common,80,2.992480350,75,10.000000,mainnet,33,137.733692,14.466921,94.339110,317.505795,633.598612,716,0.071600000,0.933184024,17
common,80,2.992480350,75,10.000000,mainnet,34,135.771013,14.432634,94.342021,307.593627,615.175240,699,0.069900000,0.934666791,30
common,80,2.992480350,75,10.000000,mainnet,35,135.897445,14.412504,95.796739,312.396303,632.899227,728,0.072800000,0.932140194,131
common,80,2.992480350,75,10.000000,mainnet,36,135.935235,13.865557,94.446963,312.101243,626.615484,707,0.070700000,0.933968432,219
common,80,2.992480350,75,10.000000,mainnet,37,136.194327,14.871790,93.296416,312.156789,630.142151,777,0.077700000,0.927902014,94
common,80,2.992480350,75,10.000000,mainnet,38,136.890678,14.141010,93.891334,321.243234,635.923744,692,0.069200000,0.935278713,94
common,80,2.992480350,75,10.000000,mainnet,39,136.851391,14.223493,95.056844,315.319833,619.939032,739,0.073900000,0.931185399,210
common,80,2.992480350,75,10.000000,mainnet,40,135.802388,15.023787,96.133249,312.557337,611.287979,772,0.077200000,0.928332714,284
common,80,2.992480350,75,10.000000,mainnet,41,135.498782,14.540560,94.383051,308.789750,633.505819,727,0.072700000,0.932227091,237
common,80,2.992480350,75,10.000000,mainnet,42,137.896023,14.400104,95.860527,319.565410,644.603654,712,0.071200000,0.933532487,17
common,80,2.992480350,75,10.000000,mainnet,43,134.819036,13.578182,93.036594,316.670933,604.569842,682,0.068200000,0.936154278,117
common,80,2.992480350,75,10.000000,mainnet,44,138.023085,15.352149,96.285240,319.454619,626.886529,717,0.071700000,0.933096949,48
common,80,2.992480350,75,10.000000,mainnet,45,136.706985,14.153734,94.291617,318.267135,640.562567,763,0.076300000,0.929108984,27
common,80,2.992480350,75,10.000000,mainnet,46,136.589307,14.278344,95.105110,312.182788,638.384159,721,0.072100000,0.932748811,32
common,80,2.992480350,75,10.000000,mainnet,47,138.542422,14.481906,95.143914,319.414618,635.010848,731,0.073100000,0.931879601,655
common,80,2.992480350,75,10.000000,mainnet,48,136.853966,14.727932,94.365698,311.969500,631.652443,733,0.073300000,0.931705954,46
common,80,2.992480350,75,10.000000,mainnet,49,140.439713,15.242347,97.043698,325.848157,634.381933,717,0.071700000,0.933096949,75
common,80,2.992480350,75,10.000000,mainnet,50,137.652961,14.064902,95.704128,319.215647,641.395013,686,0.068600000,0.935803856,144
common,80,2.992480350,75,10.000000,mainnet,51,139.411203,15.088776,95.649394,318.613057,651.972475,742,0.074200000,0.930925340,39
common,80,2.992480350,75,10.000000,mainnet,52,137.170824,14.343428,95.817285,313.842308,644.785063,684,0.068400000,0.935979034,733
common,80,2.992480350,75,10.000000,mainnet,53,138.863119,14.894360,97.598519,317.904519,638.907378,713,0.071300000,0.933445347,63
common,80,2.992480350,75,10.000000,mainnet,54,138.534591,14.257974,96.091651,320.486421,632.678109,729,0.072900000,0.932053313,182
common,80,2.992480350,75,10.000000,mainnet,55,137.052571,14.522341,96.122866,313.912810,633.758976,756,0.075600000,0.929713648,65
common,80,2.992480350,75,10.000000,mainnet,56,135.314674,14.222743,94.112010,315.088915,598.097826,734,0.073400000,0.931619154,98
common,80,2.992480350,75,10.000000,mainnet,57,136.363655,14.244320,94.456744,316.248201,634.110001,711,0.071100000,0.933619643,108
common,80,2.992480350,75,10.000000,mainnet,58,136.755350,14.422030,93.884261,316.750145,633.109627,711,0.071100000,0.933619643,17
common,80,2.992480350,75,10.000000,mainnet,59,137.200019,14.474946,93.769597,313.352622,649.930061,740,0.074000000,0.931098696,217
common,80,2.992480350,75,10.000000,mainnet,60,138.257836,14.828668,94.885720,320.161652,627.127074,695,0.069500000,0.935016363,188
common,80,2.992480350,75,10.000000,mainnet,61,136.161673,14.902634,94.182988,315.466390,615.106207,757,0.075700000,0.929627219,98
common,80,2.992480350,75,10.000000,mainnet,62,136.917482,14.612256,96.871326,311.691907,625.629774,703,0.070300000,0.934317481,20
common,80,2.992480350,75,10.000000,mainnet,63,136.905420,14.036651,94.027728,312.656260,624.637942,691,0.069100000,0.935366196,48
common,80,2.992480350,75,10.000000,mainnet,64,140.046746,14.676686,97.031176,323.415955,635.486653,745,0.074500000,0.930665426,205
common,80,2.992480350,75,10.000000,mainnet,65,135.962501,13.671568,93.495665,309.982115,647.929083,691,0.069100000,0.935366196,96
common,80,2.992480350,75,10.000000,mainnet,66,137.453958,14.336855,94.402374,320.693618,608.466118,703,0.070300000,0.934317481,196
common,80,2.992480350,75,10.000000,mainnet,67,138.027893,13.614961,94.593604,315.268514,651.011265,684,0.068400000,0.935979034,182
common,80,2.992480350,75,10.000000,mainnet,68,138.947322,14.668295,97.245049,321.891322,630.023315,744,0.074400000,0.930752048,55
common,80,2.992480350,75,10.000000,mainnet,69,139.607263,14.369160,96.777447,321.508928,651.636845,708,0.070800000,0.933881210,805
common,80,2.992480350,75,10.000000,mainnet,70,135.473743,14.405093,92.372821,313.777443,649.491771,751,0.075100000,0.930146033,85
common,80,2.992480350,75,10.000000,mainnet,71,136.814356,13.863400,94.530214,317.771728,629.441702,698,0.069800000,0.934754160,17
common,80,2.992480350,75,10.000000,mainnet,72,138.959719,14.679587,97.633530,321.024437,638.964625,702,0.070200000,0.934404784,342
common,80,2.992480350,75,10.000000,mainnet,73,136.690630,15.185248,94.262043,309.610060,649.962780,723,0.072300000,0.932574839,54
common,80,2.992480350,75,10.000000,mainnet,74,139.416384,15.047238,95.777251,322.660630,644.163940,751,0.075100000,0.930146033,175
common,80,2.992480350,75,10.000000,mainnet,75,138.133583,14.681406,94.770364,313.318484,641.012824,684,0.068400000,0.935979034,54
common,80,2.992480350,75,10.000000,mainnet,76,136.972393,13.775472,95.358634,316.604465,622.819569,705,0.070500000,0.934142924,97
common,80,2.992480350,75,10.000000,mainnet,77,136.426101,14.028029,95.793516,311.496559,622.959748,728,0.072800000,0.932140194,108
common,80,2.992480350,75,10.000000,mainnet,78,135.925202,14.290822,95.291607,310.455452,615.135803,696,0.069600000,0.934928945,146
common,80,2.992480350,75,10.000000,mainnet,79,138.670658,15.115987,96.738294,320.045628,627.298579,748,0.074800000,0.930405657,362
common,80,2.992480350,75,10.000000,mainnet,80,136.264188,13.813205,94.954624,316.110441,636.907722,696,0.069600000,0.934928945,40
common,80,2.992480350,75,10.000000,mainnet,81,135.226534,13.836565,94.227501,310.115777,620.785518,720,0.072000000,0.932835821,25
common,80,2.992480350,75,10.000000,mainnet,82,137.740811,14.577923,94.130047,320.429405,628.042641,706,0.070600000,0.934055670,59
common,80,2.992480350,75,10.000000,mainnet,83,137.968030,15.390143,95.730232,316.064127,614.850143,732,0.073200000,0.931792769,457
